,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
5968,880,LHX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Atlantic,"The tea is always too strong, dark color, not fresh.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,tea alway strong dark color fresh
5969,880,LHX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Atlantic,It would be good to have more availability of choices. my first choice of entree was not available for some reason.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member,Neutral,would good avail choic first choic entre avail reason
5970,682,ABX,SFX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,Flight attendants were spot on!. Fantastic service!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,flight attend spot fantast servic
5971,4879,LNX,DEX,2022-09-20,Delayed,Early & Ontime,Domestic,Ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member,Neutral,ok
5972,2359,IAX,SAX,2022-09-20,Early & Ontime,Delayed,Domestic,Great breakfast considering the other choices.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,great breakfast consid choic
5973,58,EWX,CDX,2022-09-19,Delayed,Delayed,Atlantic,"Instead of offering water or champagne prior to flight, I would prefer beer.",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-300,Mainline,member,Neutral,instead offer water champagn prior flight would prefer beer
5974,397,HNX,SFX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,Food choices in business class was not optimal. Frankly my wife nor I really enjoyed the meal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-300,Mainline,member,Neutral,food choic busi class optim frankli wife realli enjoy meal
5975,397,HNX,SFX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,It is a short flight...cookies work fine.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-300,Mainline,member,Neutral,short flight cooki work fine
5976,122,BCX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Atlantic,On such a long flight I would think another round of beverages would be appropriate.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member,Neutral,long flight would think anoth round beverag would appropri
5977,1252,IAX,SAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,more vegan snack options.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,vegan snack option
5978,929,LHX,ORX,2022-09-19,Early & Ontime,Delayed,Atlantic,There was no hot food available on our flight. I did not not find out until we had boarded. The food was inedible. was not enough quantity in comparison to a hot meal. The offering of drinks is great. The white wine is terrible.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,hot food avail flight find board food ined enough quantiti comparison hot meal offer drink great white wine terribl
5979,1437,ORX,IAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,Would suggest more options.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-MAX9,Mainline,member,Neutral,would suggest option
5980,4768,DEX,TUX,2022-09-21,Delayed,Delayed,Domestic,It would be nice if you would have some peanuts or pretzels or Biscotti.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,would nice would peanut pretzel biscotti
5981,484,DEX,CIX,2022-09-21,Early & Ontime,Delayed,Domestic,"There were no complimentary snacks offered on this flight. Usually at least cookies or pretzels would be provided. Only snacks for sale. Regarding beverages, on both American and Delta, passengers in Comfort Plus are provided with complimentary alcoholic beverages - this would be a nice change for United and would make it on par with the other 2 major carriers.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,complimentari snack offer flight usual least cooki pretzel would provid snack sale regard beverag american delta passeng comfort plu provid complimentari alcohol beverag would nice chang unit would make par 2 major carrier
5982,1764,SFX,AUX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,"""Impossible meatballs"" option is actually one of the best I have had on the short haul (USA internal) flights in recent years.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member,Neutral,imposs meatbal option actual one best short haul usa intern flight recent year
5983,884,LHX,EWX,2022-09-20,Early & Ontime,Early & Ontime,Atlantic,The snack could have come a bit earlier.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Negative,snack could come bit earlier
5984,2128,DEX,ATX,2022-09-18,Early & Ontime,Delayed,Domestic,The other kinds of cookies I wanted.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,kind cooki want
5985,1144,BOX,DEX,2022-09-20,Early & Ontime,Delayed,Domestic,It is a long flight. could have had better snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,long flight could better snack
5986,617,SJX,ORX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,Wanted to Suggest - Maybe some snack could have been given ... Being an early morning flight also the stalls at the airport were closed.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,want suggest mayb snack could given earli morn flight also stall airport close
5987,908,ORX,FRX,2022-09-21,Early & Ontime,Early & Ontime,Atlantic,the meals were excellent.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-10,Mainline,non-member,Neutral,meal excel
5988,4255,DEX,TUX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,the option of sweet and salty was a nice touch.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-145,Express,non-member,Neutral,option sweet salti nice touch
5989,1179,TPX,SFX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,The options available to purchase in advance were very limited. I bought a sandwich and apple in the terminal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,option avail purchas advanc limit bought sandwich appl termin
5990,2353,STX,DEX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,"In past a wafer or cookie were offered with a beverage. That was not the case, and when I asked, was told they were not served any longer.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,past wafer cooki offer beverag case ask told serv longer
5991,1757,YVX,LAX,2022-09-22,Early & Ontime,Delayed,Domestic,No thanks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,thank
5992,2422,MCX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"I wish all airlines would offer a small meal of some sort. Back in the day, if you were on a early flight. you would get breakfast food and afternoon flight, would be a sandwich and chips.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,wish airlin would offer small meal sort back day earli flight would get breakfast food afternoon flight would sandwich chip
5993,1229,IAX,DEX,2022-09-22,Delayed,Early & Ontime,Domestic,Breakfast Belgian waffles good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,breakfast belgian waffl good
5994,550,CHX,EWX,2022-09-22,Delayed,Delayed,Domestic,no snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,snack
5995,550,CHX,EWX,2022-09-22,Delayed,Delayed,Domestic,Only beverages were served on the flight. With the cost of the flight a pack of peanuts or pretzels would have been nice.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,beverag serv flight cost flight pack peanut pretzel would nice
5996,5475,DEX,ICX,2022-09-21,Delayed,Delayed,Domestic,Maybe variety snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,mayb varieti snack
5997,512,MIX,IAX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"The food menu options need to change. I fly most every week. when honored with an upgrade, I find the menu options have not changed since June 1. It is time to introduce varieties.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Neutral,food menu option need chang fli everi week honor upgrad find menu option chang sinc june time introduc varieti
5998,864,SFX,SYX,2022-09-22,Early & Ontime,Delayed,Pacific,"The domestic flights, you have to be a member of united to get drinks. Can not pay by card or cash.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member,Neutral,domest flight member unit get drink pay card cash
5999,1429,SFX,EWX,2022-09-22,Early & Ontime,Delayed,Domestic,This is the first time the meal was decent but not many options. Most of the time there is not much of a choice or not enough of the option you want or the food is terrible.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-300,Mainline,member,Neutral,first time meal decent mani option time much choic enough option want food terribl
6000,1429,SFX,EWX,2022-09-22,Early & Ontime,Delayed,Domestic,"Food was actually good. portions could be a little bigger, especially for the prices we are now paying to fly in the first class cabin.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-300,Mainline,member,Neutral,food actual good portion could littl bigger especi price pay fli first class cabin
